"","...2","entire_name","ctr_cd","ctr_ty","org","zipcode","age_category","age_category_percent"
"3201",121,"Carolinas Medical Center (NCCM)","NCCM","TX1","Kidney-Pancreas",28203,"2 to 11 Years",0
"3202",122,"Carolinas Medical Center (NCCM)","NCCM","TX1","Kidney-Pancreas",28203,"12 to 17 Years",0
"3203",123,"Carolinas Medical Center (NCCM)","NCCM","TX1","Kidney-Pancreas",28203,"Less Than 2 Years",0
"3204",124,"Carolinas Medical Center (NCCM)","NCCM","TX1","Kidney-Pancreas",28203,"18 to 34 Years",16.666666667
"3205",125,"Carolinas Medical Center (NCCM)","NCCM","TX1","Kidney-Pancreas",28203,"35 to 49 Years",66.666666667
"3206",126,"Carolinas Medical Center (NCCM)","NCCM","TX1","Kidney-Pancreas",28203,"50 to 64 Years",16.666666667
"3207",127,"Carolinas Medical Center (NCCM)","NCCM","TX1","Kidney-Pancreas",28203,"65 to 69 Years",0
"3208",128,"Carolinas Medical Center (NCCM)","NCCM","TX1","Kidney-Pancreas",28203,"More Than 70 Years",0
"3209",129,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Kidney-Pancreas",90211,"2 to 11 Years",0
"3210",130,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Kidney-Pancreas",90211,"12 to 17 Years",0
"3211",131,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Kidney-Pancreas",90211,"Less Than 2 Years",0
"3212",132,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Kidney-Pancreas",90211,"18 to 34 Years",14.285714286
"3213",133,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Kidney-Pancreas",90211,"35 to 49 Years",71.428571429
"3214",134,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Kidney-Pancreas",90211,"50 to 64 Years",14.285714286
"3215",135,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Kidney-Pancreas",90211,"65 to 69 Years",0
"3216",136,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Kidney-Pancreas",90211,"More Than 70 Years",0
"3217",137,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Kidney-Pancreas",80210,"2 to 11 Years",0
"3218",138,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Kidney-Pancreas",80210,"12 to 17 Years",0
"3219",139,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Kidney-Pancreas",80210,"Less Than 2 Years",0
"3220",140,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Kidney-Pancreas",80210,"18 to 34 Years",50
"3221",141,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Kidney-Pancreas",80210,"35 to 49 Years",50
"3222",142,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Kidney-Pancreas",80210,"50 to 64 Years",0
"3223",143,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Kidney-Pancreas",80210,"65 to 69 Years",0
"3224",144,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Kidney-Pancreas",80210,"More Than 70 Years",0
"3225",145,"Duke University Hospital (NCDU)","NCDU","TX1","Kidney-Pancreas",27710,"2 to 11 Years",0
"3226",146,"Duke University Hospital (NCDU)","NCDU","TX1","Kidney-Pancreas",27710,"12 to 17 Years",0
"3227",147,"Duke University Hospital (NCDU)","NCDU","TX1","Kidney-Pancreas",27710,"Less Than 2 Years",0
"3228",148,"Duke University Hospital (NCDU)","NCDU","TX1","Kidney-Pancreas",27710,"18 to 34 Years",50
"3229",149,"Duke University Hospital (NCDU)","NCDU","TX1","Kidney-Pancreas",27710,"35 to 49 Years",50
"3230",150,"Duke University Hospital (NCDU)","NCDU","TX1","Kidney-Pancreas",27710,"50 to 64 Years",0
"3231",151,"Duke University Hospital (NCDU)","NCDU","TX1","Kidney-Pancreas",27710,"65 to 69 Years",0
"3232",152,"Duke University Hospital (NCDU)","NCDU","TX1","Kidney-Pancreas",27710,"More Than 70 Years",0
"3233",153,"Emory University Hospital (GAEM)","GAEM","TX1","Kidney-Pancreas",30322,"2 to 11 Years",0
"3234",154,"Emory University Hospital (GAEM)","GAEM","TX1","Kidney-Pancreas",30322,"12 to 17 Years",0
"3235",155,"Emory University Hospital (GAEM)","GAEM","TX1","Kidney-Pancreas",30322,"Less Than 2 Years",0
"3236",156,"Emory University Hospital (GAEM)","GAEM","TX1","Kidney-Pancreas",30322,"18 to 34 Years",33.333333333
"3237",157,"Emory University Hospital (GAEM)","GAEM","TX1","Kidney-Pancreas",30322,"35 to 49 Years",58.333333333
"3238",158,"Emory University Hospital (GAEM)","GAEM","TX1","Kidney-Pancreas",30322,"50 to 64 Years",8.3333333333
"3239",159,"Emory University Hospital (GAEM)","GAEM","TX1","Kidney-Pancreas",30322,"65 to 69 Years",0
"3240",160,"Emory University Hospital (GAEM)","GAEM","TX1","Kidney-Pancreas",30322,"More Than 70 Years",0
"3241",161,"Erie County Medical Center (NYEC)","NYEC","TX1","Kidney-Pancreas",14215,"2 to 11 Years",0
"3242",162,"Erie County Medical Center (NYEC)","NYEC","TX1","Kidney-Pancreas",14215,"12 to 17 Years",0
"3243",163,"Erie County Medical Center (NYEC)","NYEC","TX1","Kidney-Pancreas",14215,"Less Than 2 Years",0
"3244",164,"Erie County Medical Center (NYEC)","NYEC","TX1","Kidney-Pancreas",14215,"18 to 34 Years",20
"3245",165,"Erie County Medical Center (NYEC)","NYEC","TX1","Kidney-Pancreas",14215,"35 to 49 Years",30
"3246",166,"Erie County Medical Center (NYEC)","NYEC","TX1","Kidney-Pancreas",14215,"50 to 64 Years",50
"3247",167,"Erie County Medical Center (NYEC)","NYEC","TX1","Kidney-Pancreas",14215,"65 to 69 Years",0
"3248",168,"Erie County Medical Center (NYEC)","NYEC","TX1","Kidney-Pancreas",14215,"More Than 70 Years",0
"3249",169,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Kidney-Pancreas",32803,"2 to 11 Years",0
"3250",170,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Kidney-Pancreas",32803,"12 to 17 Years",0
"3251",171,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Kidney-Pancreas",32803,"Less Than 2 Years",0
"3252",172,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Kidney-Pancreas",32803,"18 to 34 Years",40
"3253",173,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Kidney-Pancreas",32803,"35 to 49 Years",40
"3254",174,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Kidney-Pancreas",32803,"50 to 64 Years",20
"3255",175,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Kidney-Pancreas",32803,"65 to 69 Years",0
"3256",176,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Kidney-Pancreas",32803,"More Than 70 Years",0
"3257",177,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Kidney-Pancreas",53226,"2 to 11 Years",0
"3258",178,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Kidney-Pancreas",53226,"12 to 17 Years",0
"3259",179,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Kidney-Pancreas",53226,"Less Than 2 Years",0
"3260",180,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Kidney-Pancreas",53226,"18 to 34 Years",20
"3261",181,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Kidney-Pancreas",53226,"35 to 49 Years",60
"3262",182,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Kidney-Pancreas",53226,"50 to 64 Years",20
"3263",183,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Kidney-Pancreas",53226,"65 to 69 Years",0
"3264",184,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Kidney-Pancreas",53226,"More Than 70 Years",0
"3265",185,"Georgetown University Medical Center (DCGU)","DCGU","TX1","Kidney-Pancreas",20007,"2 to 11 Years",0
"3266",186,"Georgetown University Medical Center (DCGU)","DCGU","TX1","Kidney-Pancreas",20007,"12 to 17 Years",0
"3267",187,"Georgetown University Medical Center (DCGU)","DCGU","TX1","Kidney-Pancreas",20007,"Less Than 2 Years",0
"3268",188,"Georgetown University Medical Center (DCGU)","DCGU","TX1","Kidney-Pancreas",20007,"18 to 34 Years",25.490196078
"3269",189,"Georgetown University Medical Center (DCGU)","DCGU","TX1","Kidney-Pancreas",20007,"35 to 49 Years",33.333333333
"3270",190,"Georgetown University Medical Center (DCGU)","DCGU","TX1","Kidney-Pancreas",20007,"50 to 64 Years",41.176470588
"3271",191,"Georgetown University Medical Center (DCGU)","DCGU","TX1","Kidney-Pancreas",20007,"65 to 69 Years",0
"3272",192,"Georgetown University Medical Center (DCGU)","DCGU","TX1","Kidney-Pancreas",20007,"More Than 70 Years",0
"3273",193,"Hackensack University Medical Center (NJHK)","NJHK","TX1","Kidney-Pancreas",7601,"2 to 11 Years",0
"3274",194,"Hackensack University Medical Center (NJHK)","NJHK","TX1","Kidney-Pancreas",7601,"12 to 17 Years",0
"3275",195,"Hackensack University Medical Center (NJHK)","NJHK","TX1","Kidney-Pancreas",7601,"Less Than 2 Years",0
"3276",196,"Hackensack University Medical Center (NJHK)","NJHK","TX1","Kidney-Pancreas",7601,"18 to 34 Years",0
"3277",197,"Hackensack University Medical Center (NJHK)","NJHK","TX1","Kidney-Pancreas",7601,"35 to 49 Years",50
"3278",198,"Hackensack University Medical Center (NJHK)","NJHK","TX1","Kidney-Pancreas",7601,"50 to 64 Years",50
"3279",199,"Hackensack University Medical Center (NJHK)","NJHK","TX1","Kidney-Pancreas",7601,"65 to 69 Years",0
"3280",200,"Hackensack University Medical Center (NJHK)","NJHK","TX1","Kidney-Pancreas",7601,"More Than 70 Years",0
"3281",201,"Henry Ford Hospital (MIHF)","MIHF","TX1","Kidney-Pancreas",48202,"2 to 11 Years",0
"3282",202,"Henry Ford Hospital (MIHF)","MIHF","TX1","Kidney-Pancreas",48202,"12 to 17 Years",0
"3283",203,"Henry Ford Hospital (MIHF)","MIHF","TX1","Kidney-Pancreas",48202,"Less Than 2 Years",0
"3284",204,"Henry Ford Hospital (MIHF)","MIHF","TX1","Kidney-Pancreas",48202,"18 to 34 Years",0
"3285",205,"Henry Ford Hospital (MIHF)","MIHF","TX1","Kidney-Pancreas",48202,"35 to 49 Years",58.333333333
"3286",206,"Henry Ford Hospital (MIHF)","MIHF","TX1","Kidney-Pancreas",48202,"50 to 64 Years",41.666666667
"3287",207,"Henry Ford Hospital (MIHF)","MIHF","TX1","Kidney-Pancreas",48202,"65 to 69 Years",0
"3288",208,"Henry Ford Hospital (MIHF)","MIHF","TX1","Kidney-Pancreas",48202,"More Than 70 Years",0
"3289",209,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Kidney-Pancreas",19104,"2 to 11 Years",0
"3290",210,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Kidney-Pancreas",19104,"12 to 17 Years",0
"3291",211,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Kidney-Pancreas",19104,"Less Than 2 Years",0
"3292",212,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Kidney-Pancreas",19104,"18 to 34 Years",50
"3293",213,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Kidney-Pancreas",19104,"35 to 49 Years",35.714285714
"3294",214,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Kidney-Pancreas",19104,"50 to 64 Years",14.285714286
"3295",215,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Kidney-Pancreas",19104,"65 to 69 Years",0
"3296",216,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Kidney-Pancreas",19104,"More Than 70 Years",0
"3297",217,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Kidney-Pancreas",77030,"2 to 11 Years",0
"3298",218,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Kidney-Pancreas",77030,"12 to 17 Years",0
"3299",219,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Kidney-Pancreas",77030,"Less Than 2 Years",0
"3300",220,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Kidney-Pancreas",77030,"18 to 34 Years",25
"3301",221,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Kidney-Pancreas",77030,"35 to 49 Years",53.571428571
"3302",222,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Kidney-Pancreas",77030,"50 to 64 Years",21.428571429
"3303",223,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Kidney-Pancreas",77030,"65 to 69 Years",0
"3304",224,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Kidney-Pancreas",77030,"More Than 70 Years",0
"3305",225,"Indiana University Health (INIM)","INIM","TX1","Kidney-Pancreas",46202,"2 to 11 Years",0
"3306",226,"Indiana University Health (INIM)","INIM","TX1","Kidney-Pancreas",46202,"12 to 17 Years",0
"3307",227,"Indiana University Health (INIM)","INIM","TX1","Kidney-Pancreas",46202,"Less Than 2 Years",0
"3308",228,"Indiana University Health (INIM)","INIM","TX1","Kidney-Pancreas",46202,"18 to 34 Years",13.333333333
"3309",229,"Indiana University Health (INIM)","INIM","TX1","Kidney-Pancreas",46202,"35 to 49 Years",60
"3310",230,"Indiana University Health (INIM)","INIM","TX1","Kidney-Pancreas",46202,"50 to 64 Years",20
"3311",231,"Indiana University Health (INIM)","INIM","TX1","Kidney-Pancreas",46202,"65 to 69 Years",6.6666666667
"3312",232,"Indiana University Health (INIM)","INIM","TX1","Kidney-Pancreas",46202,"More Than 70 Years",0
"3313",233,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Kidney-Pancreas",22042,"2 to 11 Years",0
"3314",234,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Kidney-Pancreas",22042,"12 to 17 Years",0
"3315",235,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Kidney-Pancreas",22042,"Less Than 2 Years",0
"3316",236,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Kidney-Pancreas",22042,"18 to 34 Years",33.333333333
"3317",237,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Kidney-Pancreas",22042,"35 to 49 Years",66.666666667
"3318",238,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Kidney-Pancreas",22042,"50 to 64 Years",0
"3319",239,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Kidney-Pancreas",22042,"65 to 69 Years",0
"3320",240,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Kidney-Pancreas",22042,"More Than 70 Years",0
"3321",241,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Kidney-Pancreas",73112,"2 to 11 Years",0
"3322",242,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Kidney-Pancreas",73112,"12 to 17 Years",0
"3323",243,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Kidney-Pancreas",73112,"Less Than 2 Years",0
"3324",244,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Kidney-Pancreas",73112,"18 to 34 Years",0
"3325",245,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Kidney-Pancreas",73112,"35 to 49 Years",100
"3326",246,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Kidney-Pancreas",73112,"50 to 64 Years",0
"3327",247,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Kidney-Pancreas",73112,"65 to 69 Years",0
"3328",248,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Kidney-Pancreas",73112,"More Than 70 Years",0
"3329",249,"Intermountain Medical Center (UTLD)","UTLD","TX1","Kidney-Pancreas",84107,"2 to 11 Years",0
"3330",250,"Intermountain Medical Center (UTLD)","UTLD","TX1","Kidney-Pancreas",84107,"12 to 17 Years",0
"3331",251,"Intermountain Medical Center (UTLD)","UTLD","TX1","Kidney-Pancreas",84107,"Less Than 2 Years",0
"3332",252,"Intermountain Medical Center (UTLD)","UTLD","TX1","Kidney-Pancreas",84107,"18 to 34 Years",41.666666667
"3333",253,"Intermountain Medical Center (UTLD)","UTLD","TX1","Kidney-Pancreas",84107,"35 to 49 Years",50
"3334",254,"Intermountain Medical Center (UTLD)","UTLD","TX1","Kidney-Pancreas",84107,"50 to 64 Years",8.3333333333
"3335",255,"Intermountain Medical Center (UTLD)","UTLD","TX1","Kidney-Pancreas",84107,"65 to 69 Years",0
"3336",256,"Intermountain Medical Center (UTLD)","UTLD","TX1","Kidney-Pancreas",84107,"More Than 70 Years",0
"3337",257,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Kidney-Pancreas",33136,"2 to 11 Years",0
"3338",258,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Kidney-Pancreas",33136,"12 to 17 Years",0
"3339",259,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Kidney-Pancreas",33136,"Less Than 2 Years",0
"3340",260,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Kidney-Pancreas",33136,"18 to 34 Years",35
"3341",261,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Kidney-Pancreas",33136,"35 to 49 Years",35
"3342",262,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Kidney-Pancreas",33136,"50 to 64 Years",30
"3343",263,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Kidney-Pancreas",33136,"65 to 69 Years",0
"3344",264,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Kidney-Pancreas",33136,"More Than 70 Years",0
"3345",265,"Jewish Hospital (KYJH)","KYJH","TX1","Kidney-Pancreas",40202,"2 to 11 Years",0
"3346",266,"Jewish Hospital (KYJH)","KYJH","TX1","Kidney-Pancreas",40202,"12 to 17 Years",0
"3347",267,"Jewish Hospital (KYJH)","KYJH","TX1","Kidney-Pancreas",40202,"Less Than 2 Years",0
"3348",268,"Jewish Hospital (KYJH)","KYJH","TX1","Kidney-Pancreas",40202,"18 to 34 Years",35.294117647
"3349",269,"Jewish Hospital (KYJH)","KYJH","TX1","Kidney-Pancreas",40202,"35 to 49 Years",41.176470588
"3350",270,"Jewish Hospital (KYJH)","KYJH","TX1","Kidney-Pancreas",40202,"50 to 64 Years",23.529411765
"3351",271,"Jewish Hospital (KYJH)","KYJH","TX1","Kidney-Pancreas",40202,"65 to 69 Years",0
"3352",272,"Jewish Hospital (KYJH)","KYJH","TX1","Kidney-Pancreas",40202,"More Than 70 Years",0
"3353",273,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Kidney-Pancreas",21287,"2 to 11 Years",0
"3354",274,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Kidney-Pancreas",21287,"12 to 17 Years",0
"3355",275,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Kidney-Pancreas",21287,"Less Than 2 Years",0
"3356",276,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Kidney-Pancreas",21287,"18 to 34 Years",25
"3357",277,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Kidney-Pancreas",21287,"35 to 49 Years",62.5
"3358",278,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Kidney-Pancreas",21287,"50 to 64 Years",12.5
"3359",279,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Kidney-Pancreas",21287,"65 to 69 Years",0
"3360",280,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Kidney-Pancreas",21287,"More Than 70 Years",0
"3361",281,"Keck Hospital of USC (CAUH)","CAUH","TX1","Kidney-Pancreas",90033,"2 to 11 Years",0
"3362",282,"Keck Hospital of USC (CAUH)","CAUH","TX1","Kidney-Pancreas",90033,"12 to 17 Years",0
"3363",283,"Keck Hospital of USC (CAUH)","CAUH","TX1","Kidney-Pancreas",90033,"Less Than 2 Years",0
"3364",284,"Keck Hospital of USC (CAUH)","CAUH","TX1","Kidney-Pancreas",90033,"18 to 34 Years",33.333333333
"3365",285,"Keck Hospital of USC (CAUH)","CAUH","TX1","Kidney-Pancreas",90033,"35 to 49 Years",66.666666667
"3366",286,"Keck Hospital of USC (CAUH)","CAUH","TX1","Kidney-Pancreas",90033,"50 to 64 Years",0
"3367",287,"Keck Hospital of USC (CAUH)","CAUH","TX1","Kidney-Pancreas",90033,"65 to 69 Years",0
"3368",288,"Keck Hospital of USC (CAUH)","CAUH","TX1","Kidney-Pancreas",90033,"More Than 70 Years",0
"3369",289,"Lehigh Valley Hospital (PALV)","PALV","TX1","Kidney-Pancreas",18105,"2 to 11 Years",0
"3370",290,"Lehigh Valley Hospital (PALV)","PALV","TX1","Kidney-Pancreas",18105,"12 to 17 Years",0
"3371",291,"Lehigh Valley Hospital (PALV)","PALV","TX1","Kidney-Pancreas",18105,"Less Than 2 Years",0
"3372",292,"Lehigh Valley Hospital (PALV)","PALV","TX1","Kidney-Pancreas",18105,"18 to 34 Years",25
"3373",293,"Lehigh Valley Hospital (PALV)","PALV","TX1","Kidney-Pancreas",18105,"35 to 49 Years",58.333333333
"3374",294,"Lehigh Valley Hospital (PALV)","PALV","TX1","Kidney-Pancreas",18105,"50 to 64 Years",16.666666667
"3375",295,"Lehigh Valley Hospital (PALV)","PALV","TX1","Kidney-Pancreas",18105,"65 to 69 Years",0
"3376",296,"Lehigh Valley Hospital (PALV)","PALV","TX1","Kidney-Pancreas",18105,"More Than 70 Years",0
"3377",297,"Loma Linda University Medical Center (CALL)","CALL","TX1","Kidney-Pancreas",92354,"2 to 11 Years",0
"3378",298,"Loma Linda University Medical Center (CALL)","CALL","TX1","Kidney-Pancreas",92354,"12 to 17 Years",0
"3379",299,"Loma Linda University Medical Center (CALL)","CALL","TX1","Kidney-Pancreas",92354,"Less Than 2 Years",0
"3380",300,"Loma Linda University Medical Center (CALL)","CALL","TX1","Kidney-Pancreas",92354,"18 to 34 Years",18.75
"3381",301,"Loma Linda University Medical Center (CALL)","CALL","TX1","Kidney-Pancreas",92354,"35 to 49 Years",68.75
"3382",302,"Loma Linda University Medical Center (CALL)","CALL","TX1","Kidney-Pancreas",92354,"50 to 64 Years",12.5
"3383",303,"Loma Linda University Medical Center (CALL)","CALL","TX1","Kidney-Pancreas",92354,"65 to 69 Years",0
"3384",304,"Loma Linda University Medical Center (CALL)","CALL","TX1","Kidney-Pancreas",92354,"More Than 70 Years",0
"3385",305,"Loyola University Medical Center (ILLU)","ILLU","TX1","Kidney-Pancreas",60153,"2 to 11 Years",0
"3386",306,"Loyola University Medical Center (ILLU)","ILLU","TX1","Kidney-Pancreas",60153,"12 to 17 Years",0
"3387",307,"Loyola University Medical Center (ILLU)","ILLU","TX1","Kidney-Pancreas",60153,"Less Than 2 Years",0
