"","...2","entire_name","ctr_cd","ctr_ty","org","zipcode","gender_category","gender_category_percent"
"1586",122,"University of Minnesota Medical Center, Fairview (MNUM)","MNUM","TX1","Pancreas",55454,"Male",50
"1587",123,"University of North Carolina Hospitals (NCMH)","NCMH","TX1","Pancreas",27514,"Female",33.333333333
"1588",124,"University of North Carolina Hospitals (NCMH)","NCMH","TX1","Pancreas",27514,"Male",66.666666667
"1589",125,"University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","Pancreas",15213,"Female",36.363636364
"1590",126,"University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","Pancreas",15213,"Male",63.636363636
"1591",127,"University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","Pancreas",22908,"Female",57.894736842
"1592",128,"University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","Pancreas",22908,"Male",42.105263158
"1593",129,"University of Washington Medical Center (WAUW)","WAUW","TX1","Pancreas",98195,"Female",0
"1594",130,"University of Washington Medical Center (WAUW)","WAUW","TX1","Pancreas",98195,"Male",100
"1595",131,"University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","Pancreas",53792,"Female",71.428571429
"1596",132,"University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","Pancreas",53792,"Male",28.571428571
"1597",133,"UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","Pancreas",15224,"Female",40
"1598",134,"UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","Pancreas",15224,"Male",60
"1599",135,"Vidant Medical Center (NCEC)","NCEC","TX1","Pancreas",27834,"Female",50
"1600",136,"Vidant Medical Center (NCEC)","NCEC","TX1","Pancreas",27834,"Male",50
"1601",137,"Virginia Mason Medical Center (WAVM)","WAVM","TX1","Pancreas",98111,"Female",66.666666667
"1602",138,"Virginia Mason Medical Center (WAVM)","WAVM","TX1","Pancreas",98111,"Male",33.333333333
"1603",139,"Wake Forest Baptist Medical Center (NCBG)","NCBG","TX1","Pancreas",27157,"Female",100
"1604",140,"Wake Forest Baptist Medical Center (NCBG)","NCBG","TX1","Pancreas",27157,"Male",0
"1605",141,"Willis-Knighton Medical Center (LAWK)","LAWK","TX1","Pancreas",71103,"Female",33.333333333
"1606",142,"Willis-Knighton Medical Center (LAWK)","LAWK","TX1","Pancreas",71103,"Male",66.666666667
